party,seats,sq_cabinet,sq_pm,election_year,base,miw_new,banzhaf,shapley,splus,country,cabinet_id,party_id,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_count,cab_count,party_name,party_name_english,country_id,election_id,seats_share,election_date,start_date,post_election,enpp,mingov,bicameral,largest_parl,largest_cab,lag_largest_parl,lag_largest_cab,seats_total,miw_proportion,cabinet_proportion,seats_proportion,W,A,B,B_star,C,D,E,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13,coalition_total
V,29,0,0,1990,29,5,.10204081,.12380952,.13069074,DNK,11,1605,Schluter V,0,1,0,7.2685714,6.7,10,20,9,2,Venstre,Liberal Party of Denmark,21,157,16.201117,12/12/1990,12/18/1990,1,4.5558085,1,0,0,0,0,0,175,.14285715,.5,.16571428,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59
GREENS,2,0,0,1997,2,2,.036585364,.035714287,.026170438,IRL,126,1573,Ahern I,0,0,0,2.4211111,,0,16,9,2,Green Party-Comhaontas Glas,Green Party,37,316,1.2048193,6/6/1997,6/26/1997,1,2.9926152,1,1,0,0,0,0,165,.068965517,0,.012121212,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
VB,15,0,0,1999,15,15,.10250202,.10256132,.099376552,BEL,193,993,Verhofstadt I,0,0,0,9.727222299999999,9.800000000000001,0,21,11,6,Vlaams Blok,Flemish Block,64,2,10,6/13/1999,7/12/1999,1,9.050684,0,1,0,0,0,0,150,.1,0,.1,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
SPO,65,1,1,1999,65,1,.33333334,.33333334,.33333334,AUT,722,973,Schuessel I,0,0,0,3.6593333,3,0,12,4,2,Sozialdemokratische Partei sterreichs,Social Democratic Party of Austria,59,492,35.519127,10/3/1999,2/4/2000,1,3.4071624,0,1,1,0,1,1,183,.33333334,0,.35519126,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
VIHR,14,0,0,2003,14,1,.037037037,.03809524,.043216035,FIN,877,1062,Jaatteenmaki,0,0,0,3.7008333,,0,17,9,3,Vihre_ Liitto _ Gr_na F_rbundet,Green League,67,253,7,3/16/2003,4/17/2003,1,4.9297509,0,0,0,0,0,0,199,.06666667,0,.070351757,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
KESK,55,1,1,2003,55,4,.2962963,.30476192,.3119725,FIN,877,94,Jaatteenmaki,0,1,1,5.8053333,5.2,8,17,9,3,Keskusta,Centre Party,67,253,27.5,3/16/2003,4/17/2003,1,4.9297509,0,0,1,1,0,0,199,.26666668,.47058824,.27638191,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,116
LSAP,13,1,0,1999,13,2,.23076923,.23333333,.239986,LUX,196,701,Juncker II,0,0,0,3.9473684,,0,19,6,2,Ltzebuerger Sozialistesch Arbechterpartei _ Parti Ouvrier Socialiste Luxembourgeois _ Luxemburger Sozialistische Arbeiterpartei,Luxembourg Socialist Workers' Party,7,299,21.666666,6/13/1999,8/7/1999,0,4.3373494,0,0,0,0,0,0,60,.22222222,0,.21666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
RPF,3,0,0,1998,3,3,.016018307,.01626984,.013834847,NLD,749,212,Kok II,0,0,0,8.296296399999999,9.199999999999999,0,15,9,3,Reformatorisch Politieke Federatie,Reformatory Political Federation,8,372,2,5/6/1998,8/3/1998,1,4.8138638,0,1,0,0,0,0,150,.027777778,0,.02,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
VU,10,0,0,1991,10,10,.045478415,.044139195,.044098627,BEL,570,290,Martens IX,1,0,0,6.4292222,6.8,0,21,13,4,Volksunie,People's Union,64,418,4.7169809,11/24/1991,11/24/1991,1,8.4133282,0,1,0,0,0,0,212,.047169812,0,.047169812,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
CSV,24,1,1,2004,24,2,.5,.5,.49954504,LUX,12,1234,Juncker III,0,1,1,6.7105263,,18,25,5,2,Chrschtlech Sozial Vollekspartei _ Parti populaire chr_tien social _ Christlich Soziale Volkspartei,Christian Social People's Party,7,383,40,6/13/2004,7/31/2004,1,3.8054969,0,0,1,1,1,1,60,.40000001,.72000003,.40000001,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38
CD&V,17,0,0,2010,17,17,.11139134,.11121934,.11112779,BEL,675,1310,Leterme III,1,0,0,5.7719444,5.8,5,15,12,0,Christen-Democratisch en Vlaams,Christian Democrats & Flemish,64,486,11.333333,6/13/2010,6/13/2010,1,8.4206591,1,1,0,0,0,0,150,.11333334,.41666666,.11333334,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,70
KF,18,1,0,2005,18,2,.10344828,.095238097,.097669281,DNK,316,590,Rasmussen F II,0,1,0,7.1683492,7.3,6,19,8,2,Konservative,Conservatives,21,563,10.055866,2/8/2005,2/18/2005,1,5.1061354,1,0,0,0,0,0,175,.10526316,.31578946,.10285714,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70
SP,28,1,0,1991,28,28,.13097364,.13212621,.13284981,BEL,570,1029,Martens IX,1,1,0,3.3017778,2.9,5,21,13,4,Socialistische Partij,Socialist Party,64,418,13.207547,11/24/1991,11/24/1991,1,8.4133282,0,1,0,0,0,0,212,.13207547,.23809524,.13207547,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,120
VAS,22,0,0,1995,22,9,.076036863,.06349206,.069130033,FIN,100,1427,Lipponen I,0,1,0,2.3719444,,1,16,11,5,Vasemmistoliitto _ V_nsterf_rbundet,Left Alliance,67,24,11,3/19/1995,4/13/1995,1,4.8971596,0,0,0,0,0,0,199,.10588235,.06666667,.11055277,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,144
SF,24,0,0,1988,24,5,.14035088,.13333334,.12325589,DNK,57,1644,Schluter IV,0,0,0,2.1851429,1.9,0,21,9,3,Socialistisk Folkeparti,Socialist Peoples Party,21,387,13.407822,5/10/1988,6/3/1988,1,5.544385,1,0,0,0,0,0,175,.14285715,0,.13714285,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
UV,1,0,0,1996,1,1,.000501253,.00043290001,.001251235,ITA,276,974,Prodi I,0,0,0,,,0,25,11,4,Union Vald_taine,Valdotanian Union,26,551,.15873016,4/21/1996,5/18/1996,1,6.0889177,1,1,0,0,0,0,630,.0040983604,0,.0015873016,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
SP-P,1,0,0,1995,1,1,.002304147,.001587302,.003051758,FIN,100,200,Lipponen I,0,0,0,6.3916667,5.8,0,16,11,5,Suomen Puolue _ Perussuomalaiset,Finnish Party -- True Finns,67,24,.5,3/19/1995,4/13/1995,1,4.8971596,0,0,0,0,0,0,199,.011764706,0,.0050251256,100,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
NYD,25,0,0,1991,25,1,.07692308,.076190479,.070147984,SWE,779,951,Bildt,0,0,0,8.994444400000001,,0,21,7,5,Ny Demokrati,New Democracy,35,472,7.1633239,9/15/1991,10/3/1991,1,4.1926613,1,0,0,0,0,0,349,.090909094,0,.071633235,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
DP,9,0,0,2009,9,3,.10869565,.11666667,.12548412,LUX,601,967,Juncker IV,0,0,0,7.3684211,,0,25,6,2,Demokratesch Partei _ Parti D_mocratique _ Demokratische Partei,Democratic Party,7,172,15,6/7/2009,7/23/2009,1,3.6290324,0,0,0,0,0,0,60,.15000001,0,.15000001,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
RKP-SFP,12,1,0,1987,12,2,.023696681,.027777778,.031992238,FIN,614,585,Holkeri I,0,1,0,6.3257778,6.1,2,15,10,4,Ruotsalainen Kansanpuolue _ Svenska Folkepartiet i Finland,Swedish Peoples Party,67,527,6,3/16/1987,4/30/1987,1,4.9480457,0,0,0,0,0,0,199,.060606062,.13333334,.060301509,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,130
KESK,48,0,0,1999,48,11,.28636363,.28690475,.27781007,FIN,352,94,Lipponen II,0,0,0,5.8053333,5.2,0,16,10,5,Keskusta,Centre Party,67,15,24,3/21/1999,4/15/1999,1,5.1506567,0,0,0,0,0,0,198,.25,0,.24242425,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,
SP,11,0,0,1989,11,1,.07692308,.06666667,.062740155,NOR,94,702,Syse,0,1,0,5.3055556,5.8,6,19,7,3,Senterpartiet,Centre Party,9,571,6.6666665,9/11/1989,10/16/1989,1,4.2347178,1,0,0,0,0,0,165,.090909094,.31578946,.06666667,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62
RKP-SFP,11,1,0,1999,11,3,.040909089,.04404762,.040530469,FIN,352,585,Lipponen II,0,1,0,6.3257778,6.1,2,16,10,5,Ruotsalainen Kansanpuolue _ Svenska Folkepartiet i Finland,Swedish Peoples Party,67,15,5.5,3/21/1999,4/15/1999,1,5.1506567,0,0,0,0,0,0,198,.06818182,.13333334,.055555556,100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,139
SAP,144,1,1,2002,144,6,.60869563,.5714286,.5802415,SWE,641,904,Persson III,0,1,1,3.3653333,2.9,25,25,7,1,Socialdemokraterna,Social Democrats,35,156,41.260746,9/15/2002,10/21/2002,1,4.2252402,1,0,1,1,1,1,349,.40000001,1,.41260746,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,144
PSC,8,0,0,2003,8,8,.093805313,.093650796,.083382815,BEL,449,1192,Verhofstadt II,0,0,0,5.5811111,6.3,0,24,10,4,Parti Social Chr_tien,Francophone Christian Social Party,64,143,5.3333335,5/18/2003,7/12/2003,1,7.0268583,0,1,0,0,0,0,150,.088888891,0,.053333335,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
PSDI,17,1,0,1987,17,17,.027858226,.02034077,.021645525,ITA,756,242,Goria,0,1,0,4.6205556,5.4,3,31,14,5,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,26,17,2.6984127,6/14/1987,7/28/1987,1,4.0743632,0,1,0,0,0,0,629,.040963855,.096774191,.027027028,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,377
CDS-PP,14,0,0,2002,14,4,.18000001,.18333334,.1910609,PRT,381,251,Barroso,0,1,0,7.935,,2,18,6,2,Partido Popular,People's Party,63,657,6.0869565,3/17/2002,4/6/2002,1,2.5742092,0,0,0,0,0,0,230,.2,.11111111,.060869563,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,119
SGP,3,0,0,1989,3,2,.025882352,.019444443,.019914875,NLD,148,1251,Lubbers III,0,0,0,8.447222200000001,9.199999999999999,0,14,9,2,Staatkundig Gereformeerde Partij,Political Reformed Party,8,627,2,9/6/1989,11/7/1989,1,3.7525017,0,1,0,0,0,0,150,.039215688,0,.02,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
VAS,19,0,0,2003,19,1,.037037037,.03809524,.04331531,FIN,877,1427,Jaatteenmaki,0,0,0,2.3719444,,0,17,9,3,Vasemmistoliitto _ V_nsterf_rbundet,Left Alliance,67,253,9.5,3/16/2003,4/17/2003,1,4.9297509,0,0,0,0,0,0,199,.06666667,0,.095477387,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
SAM,20,1,1,2009,20,3,.38461539,.40000001,.38743293,ISL,651,1006,Sigurdardottir II,0,1,1,4.2982458,,5,10,5,2,Samfylkingin,Social Democratic Alliance,56,36,31.746031,4/25/2009,4/25/2009,1,4.1822972,0,0,1,1,0,1,63,.33333334,.5,.31746033,32,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34
PVDA,45,1,1,1998,45,31,.33638445,.34722221,.3495158,NLD,749,742,Kok II,0,1,1,3.5371111,2.6,6,15,9,3,Partij van de Arbeid,Labour,8,372,30,5/6/1998,8/3/1998,1,4.8138638,0,1,1,1,1,1,150,.28703704,.40000001,.30000001,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,97
PPI,33, ,,1994,33,33,.062594108,.05377854,.053584881,ITA,672,142,Berlusconi I,0,0,0,4.6266667,,0,27,21,5,Partito Popolare Italiano,Italian People's Party,26,146,5.2380953,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.052715655,0,.052380953,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
VU,5,0,0,1995,5,5,.03195164,.03138528,.030927639,BEL,95,290,Dehaene II,0,0,0,6.4292222,6.8,0,20,11,4,Volksunie,People's Union,64,332,3.3333333,5/21/1995,6/23/1995,1,8.0299788,0,1,0,0,0,0,150,.033333335,0,.033333335,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
CS,5, ,,1994,5,5,.0087533966,.0072099431,.007228428,ITA,672,1431,Berlusconi I,0,0,0,,,0,27,21,5,Cristiano Sociali,Social Christians,26,146,.79365081,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.0079872208,0,.0079365084,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
PRC,41,0,0,2006,41,41,.070062838,.061607838,.061063111,ITA,117,1321,Prodi II,0,1,0,.95500001,,1,26,17,7,Partito della Rifondazione Comunista,Communist Refoundation Party,26,107,6.5079365,4/9/2006,5/17/2006,1,5.0764861,0,1,0,0,0,0,627,.076350093,.045454547,.065390751,314,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,337
PS,25,1,0,2003,25,15,.16637169,.16666667,.16918014,BEL,449,1378,Verhofstadt II,0,1,0,3.1588889,2.5,5,24,10,4,Parti Socialiste,Francophone Socialist Party,64,143,16.666666,5/18/2003,7/12/2003,1,7.0268583,0,1,1,1,0,0,150,.16666667,.20833333,.16666667,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,97
PSDI,16,1,0,1992,16,16,.021287145,.020669607,.020719171,ITA,176,242,Amato I,0,1,0,4.6205556,5.4,2,30,16,4,Partito Socialista Democratico Italiano,Italian Democratic Socialist Party,26,605,2.5396826,4/5/1992,6/28/1992,1,5.7116132,0,1,0,0,0,0,629,.025437202,.07692308,.025437202,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,331
IDV,29,1,0,2008,29,3,.047169812,.040476192,.041780464,ITA,823,693,Berlusconi IV,0,0,0,4.915,,0,24,9,2,Italia dei Valori,Italy of Values,26,111,4.6031747,4/13/2008,5/8/2008,1,3.0750279,0,1,0,0,0,0,628,.06818182,0,.046178345,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
V,42,0,0,1998,42,13,.13215859,.16746032,.16872638,DNK,630,1605,Rasmussen N IV,0,0,0,7.2685714,6.7,0,20,11,2,Venstre,Liberal Party of Denmark,21,389,23.463688,3/11/1998,3/11/1998,1,4.9195457,1,0,0,0,0,0,175,.1780822,0,.23999999,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
NONE,15,0,0,2011,15,1,.090909094,.1,.096681759,IRL,904,30,Kenny I,0,0,0,,,0,15,7,2,no party affiliation,no party affiliation,37,698,9.0361443,2/25/2011,3/9/2011,1,3.4557312,0,1,0,0,0,0,166,.14285715,0,.090361446,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
M,82,0,0,1998,82,3,.16363636,.18571429,.17093934,SWE,503,657,Persson II,0,0,0,7.7642222,7.7,0,22,7,1,Moderaterna,Moderate Party,35,33,23.495703,9/21/1998,10/7/1998,1,4.293757,1,0,0,0,0,0,349,.2,0,.23495702,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
UN55,1,0,0,1994,1,1,.0090361452,.0081168832,.0095281126,NLD,637,1,Kok I,0,0,0,,,0,14,12,3,Unie 55+,Union 55+,8,570,.66666669,5/3/1994,8/22/1994,1,5.4164662,0,1,0,0,0,0,150,.010204081,0,.0066666668,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
KF,27,1,1,1994,27,14,.18636364,.19880952,.18676358,DNK,189,590,Rasmussen N II,0,0,0,7.1683492,7.3,0,20,10,3,Konservative,Conservatives,21,89,15.083798,9/21/1994,9/27/1994,1,4.7334909,1,0,0,0,0,0,174,.1891892,0,.15517241,88,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
VU,8,0,0,1999,8,8,.049233254,.048196249,.049698029,BEL,193,290,Verhofstadt I,0,0,0,6.4292222,6.8,0,21,11,6,Volksunie,People's Union,64,2,5.3333335,6/13/1999,7/12/1999,1,9.050684,0,1,0,0,0,0,150,.053333335,0,.053333335,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
ADR,7,0,0,1999,7,1,.07692308,.06666667,.060602274,LUX,196,1582,Juncker II,0,0,0,6.3157895,,0,19,6,2,Alternativ Demokratesch Reformpartei _ Parti r_formiste d'alternative d_mocratique _ Alternative Demokratische Reformpartei,Alternative Democratic Reform Party,7,299,11.666667,6/13/1999,8/7/1999,0,4.3373494,0,0,0,0,0,0,60,.11111111,0,.11666667,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
CVP,22,1,1,1999,22,22,.14689265,.14859307,.1524028,BEL,193,723,Verhofstadt I,0,0,0,5.7286666,5.8,0,21,11,6,Christelijke Volkspartij,Flemish Christian Peoples Party,64,2,14.666667,6/13/1999,7/12/1999,1,9.050684,0,1,0,0,1,1,150,.14666666,0,.14666666,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
LAM,1,0,0,1996,1,1,.000501253,.00043290001,.001217826,ITA,276,436,Prodi I,0,0,0,,,0,25,11,4,Lega d'Azione Meridionale,Southern Action League,26,551,.15873016,4/21/1996,5/18/1996,1,6.0889177,1,1,0,0,0,0,630,.0040983604,0,.0015873016,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
UV,1,0,0,1994,1,1,.001754088,.00142496,.001639834,ITA,672,974,Berlusconi I,0,0,0,,,0,27,21,5,Union Vald_taine,Valdotanian Union,26,146,.15873016,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.0015974441,0,.0015873016,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
PVV,26,0,0,1991,26,26,.12047054,.12209735,.12183819,BEL,570,1110,Martens IX,1,0,0,6.9802778,7.8,0,21,13,4,Partij voor Vrijheid en Vooruitgang,Party of Liberty and Progress,64,418,12.264151,11/24/1991,11/24/1991,1,8.4133282,0,1,0,0,0,0,212,.12264151,0,.12264151,107,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
SV,13,0,0,1993,13,1,.07692308,.06666667,.071833409,NOR,572,81,Brundtland IV,0,0,0,1.4611111,1.2,0,20,8,1,Sosialistisk Venstreparti,Socialist Left Party,9,404,7.878788,9/13/1993,9/13/1993,1,4.0411162,1,0,0,0,0,0,165,.090909094,0,.078787878,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
KRF,4,0,0,1998,4,2,.022026433,.019841271,.021422382,DNK,630,1331,Rasmussen N IV,0,0,0,5.8095237,6.2,0,20,11,2,Kristeligt Folkeparti,Christian People's Party,21,389,2.2346368,3/11/1998,3/11/1998,1,4.9195457,1,0,0,0,0,0,175,.02739726,0,.022857143,88,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
SPO,65,1,1,1994,65,1,.33333334,.33333334,.34606206,AUT,294,973,Vranitzky IV,0,1,1,3.6593333,3,7,17,5,2,Sozialdemokratische Partei sterreichs,Social Democratic Party of Austria,59,66,35.519127,10/9/1994,11/29/1994,1,3.7280419,0,1,1,1,1,1,183,.33333334,.4375,.35519126,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117
LAB,33,1,0,1992,33,3,.21904762,.22380953,.22112836,IRL,748,318,Reynolds II,0,1,0,3.6788889,3.6,7,16,7,2,P_irti Lucht Oibre,Labour Party,37,359,19.879519,11/25/1992,1/12/1993,0,3.4969542,0,1,0,0,0,0,164,.2,.4375,.20121951,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103
KD,15,1,0,1994,15,1,.027027028,.047619049,.034031358,SWE,528,282,Carlsson IV,0,0,0,7.0141667,,0,22,7,1,Kristdemokraterna,Christian Democrats,35,412,4.2979941,9/18/1994,10/6/1994,1,3.5041573,1,0,0,0,0,0,349,.090909094,0,.042979944,175,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
FI,178,0,0,2001,178,95,.34105605,.35353535,.35235035,ITA,256,596,Berlusconi II,0,1,1,6.9677778,,12,21,12,4,Forza Italia,Go Italy,26,498,29.228243,5/13/2001,6/11/2001,1,5.3029213,0,1,1,1,0,0,609,.28700906,.5714286,.29228243,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347
PDCI,9,0,0,2001,9,5,.010237069,.0083694076,.010364231,ITA,256,1661,Berlusconi II,0,0,0,.86,,0,21,12,4,Partito dei Comunisti Italiani,Party of the Italian Communists,26,498,1.4778326,5/13/2001,6/11/2001,1,5.3029213,0,1,0,0,0,0,609,.01510574,0,.014778325,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
LN,30,0,0,2001,30,18,.049030174,.045670997,.043351721,ITA,256,1436,Berlusconi II,0,1,0,7.6605556,,3,21,12,4,Lega Nord,North League,26,498,4.9261084,5/13/2001,6/11/2001,1,5.3029213,0,1,0,0,0,0,609,.054380666,.14285715,.049261082,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347
DL-M,80,0,0,2001,80,42,.11045258,.1011544,.1025178,ITA,256,1005,Berlusconi II,0,0,0,4.0844445,,0,21,12,4,Democrazia  Libert_ _ La Margherita,Democracy is Freedom -- The Daisy,26,498,13.136289,5/13/2001,6/11/2001,1,5.3029213,0,1,0,0,0,0,609,.12688822,0,.13136289,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
DS,138,1,0,2001,138,71,.2106681,.23694083,.23678635,ITA,256,809,Berlusconi II,0,0,0,2.6291667,,0,21,12,4,Democratici di Sinistra,Left-Wing Democrats,26,498,22.660099,5/13/2001,6/11/2001,1,5.3029213,0,1,0,0,1,1,609,.21450152,0,.22660099,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
NONE,1,0,0,1989,1,0,0,0,.0099991187,IRL,215,30,Haughey IV,0,0,0,,,0,17,8,2,no party affiliation,no party affiliation,37,590,2.4096386,6/15/1989,7/12/1989,1,2.9687567,1,1,0,0,0,0,164,0,0,.0060975607,83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
VB,12,0,0,2010,12,12,.074821353,.073809527,.076328367,BEL,675,993,Leterme III,1,0,0,9.727222299999999,9.800000000000001,0,15,12,0,Vlaams Blok,Flemish Block,64,486,8,6/13/2010,6/13/2010,1,8.4206591,1,1,0,0,0,0,150,.079999998,0,.079999998,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,
CCD/CDU,40,0,0,2001,40,24,.065193966,.059090909,.059390608,ITA,256,627,Berlusconi II,0,1,0,5.9066667,,2,21,12,4,Centro Cristiano Democratico  / Cristiani Democratici Uniti,Christian Democratic Center / United Christian Democrats,26,498,6.5681443,5/13/2001,6/11/2001,1,5.3029213,0,1,0,0,0,0,609,.072507553,.095238097,.065681443,305,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,347
M,55,0,0,2002,55,2,.086956523,.10476191,.10133106,SWE,641,657,Persson III,0,0,0,7.7642222,7.7,0,25,7,1,Moderaterna,Moderate Party,35,156,15.759313,9/15/2002,10/21/2002,1,4.2252402,1,0,0,0,0,0,349,.13333334,0,.15759312,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
CDU/CSU,319,1,1,1990,319,2,.5,.5,.50929743,DEU,862,808,Kohl IV,0,1,1,6.1757778,6.7,15,20,6,3,Christlich Demokratische Union,Christian Democratic Union,54,445,40.483383,12/2/1990,1/18/1991,1,3.1724627,0,1,1,1,0,1,654,.40000001,.75,.48776758,328,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,398
DS,109,0,0,1994,109,108,.16073456,.17451061,.17433678,ITA,672,809,Berlusconi I,0,0,0,2.6291667,,0,27,21,5,Democratici di Sinistra,Left-Wing Democrats,26,146,17.301588,3/27/1994,5/11/1994,1,7.6707511,0,1,0,0,0,0,630,.17252396,0,.17301588,316,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
GRUE,42,0,0,1987,42,1,.16666667,.16666667,.16661668,DEU,286,185,Kohl III,0,0,0,2.8744444,2.8,0,24,5,3,Die GrÎÙnen,Greens,54,588,8.4507046,1/25/1987,3/11/1987,1,3.4715192,0,1,0,0,0,0,497,.2,0,.084507041,249,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
SPA/SPIRIT,23,0,0,2003,23,13,.14159292,.1420635,.14758381,BEL,449,1113,Verhofstadt II,0,1,0,3.3511111,,8,24,10,4,Socialistische Partij Anders / Sociaal-Liberale Partij,Socialist Party Different / Social Liberal Party,64,143,15.333333,5/18/2003,7/12/2003,1,7.0268583,0,1,0,0,0,0,150,.14444445,.33333334,.15333334,76,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,97
LL,1,0,0,1987,1,1,.001654944,.001126651,.001202833,ITA,756,1560,Goria,0,0,0,,,0,31,14,5,Liga Lombarda,Lombard League,26,17,.15873016,6/14/1987,7/28/1987,1,4.0743632,0,1,0,0,0,0,629,.0024096386,0,.0015898251,315,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
BE,3,0,0,2002,3,1,.02,.016666668,.024495885,PRT,381,557,Barroso,0,0,0,1.95,,0,18,6,2,Bloco de Esquerda,Bloc of the Left,63,657,1.3043479,3/17/2002,4/6/2002,1,2.5742092,0,0,0,0,0,0,230,.050000001,0,.013043478,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
C,23,1,0,2010,23,4,.072580643,.06428571,.079111494,SWE,854,1461,Reinfeldt II,0,1,0,5.7886666,5.9,3,12,8,4,Centerpartiet,Centre Party,35,512,6.5902576,9/19/2010,10/5/2010,1,4.5371952,1,0,0,0,0,0,349,.078431375,.25,.065902576,175,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173
SP,25,0,0,2006,25,21,.15599173,.15000001,.14952247,NLD,69,357,Balkenende IV,0,0,0,1.2425,.6,0,16,10,3,Socialistische Partij,Socialist Party,8,578,16.666666,11/22/2006,2/22/2007,1,5.5391431,0,1,0,0,0,0,150,.15671642,0,.16666667,76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,
